id,Actor1,Actor2,Actor3,Director_Name,original_title,genres_list,Comb
7392,Dyanne Thorne,Max Thayer,Jerry Delony,Don Edmonds,"Ilsa, Harem Keeper of the Oil Sheiks",Action Horror,Dyanne Thorne Max Thayer Jerry Delony Don Edmonds Action Horror
7442,Julia Roberts,Patrick Bergin,Kevin Anderson,Joseph Ruben,Sleeping with the Enemy,Drama Crime Thriller,Julia Roberts Patrick Bergin Kevin Anderson Joseph Ruben Drama Crime Thriller
7443,Mel Gibson,Miranda Richardson,Timothy Spall,Nick Park Peter Lord,Chicken Run,Animation Comedy Family,Mel Gibson Miranda Richardson Timothy Spall Nick Park Peter Lord Animation Comedy Family
7445,Tobey Maguire,Jake Gyllenhaal,Natalie Portman,Jim Sheridan,Brothers,Drama Thriller War,Tobey Maguire Jake Gyllenhaal Natalie Portman Jim Sheridan Drama Thriller War
7446,Ben Stiller,Jack Black,Robert Downey Jr.,Ben Stiller,Tropic Thunder,Action Comedy,Ben Stiller Jack Black Robert Downey Jr. Ben Stiller Action Comedy
7450,Matt Damon,Bill Pullman,Drew Barrymore,Gary Goldman Don Bluth,Titan A.E.,Animation Action Sci-Fi Family Adventure,Matt Damon Bill Pullman Drew Barrymore Gary Goldman Don Bluth Animation Action Sci-Fi Family Adventure
7451,Vin Diesel,Asia Argento,Samuel L. Jackson,Rob Cohen,xXx,Action Adventure Thriller,Vin Diesel Asia Argento Samuel L. Jackson Rob Cohen Action Adventure Thriller
7452,Richard Bohringer,Michael Gambon,Helen Mirren,Peter Greenaway,"The Cook, the Thief, His Wife & Her Lover",Crime Drama,Richard Bohringer Michael Gambon Helen Mirren Peter Greenaway Crime Drama
7453,Martin Freeman,Zooey Deschanel,Sam Rockwell,Garth Jennings,The Hitchhiker's Guide to the Galaxy,Adventure Comedy Family Sci-Fi,Martin Freeman Zooey Deschanel Sam Rockwell Garth Jennings Adventure Comedy Family Sci-Fi
7454,Jason Flemyng,Andrew Tiernan,Christopher Fairbank,Rob Green,The Bunker,Action History Horror,Jason Flemyng Andrew Tiernan Christopher Fairbank Rob Green Action History Horror
7456,Paula Kalenberg,Franz Dinda,Hans-Laurin Beyerling,Gregor Schnitzler,Die Wolke,Sci-Fi Thriller,Paula Kalenberg Franz Dinda Hans-Laurin Beyerling Gregor Schnitzler Sci-Fi Thriller
7457,Bruce Willis,Matthew Barry,Emile Hirsch,Nick Cassavetes,Alpha Dog,Crime Drama,Bruce Willis Matthew Barry Emile Hirsch Nick Cassavetes Crime Drama
7459,Emile Hirsch,Christina Ricci,Matthew Fox,Lilly Wachowski Lana Wachowski,Speed Racer,Action Family Sci-Fi,Emile Hirsch Christina Ricci Matthew Fox Lilly Wachowski Lana Wachowski Action Family Sci-Fi
7461,Dennis Quaid,Matthew Fox,Forest Whitaker,Pete Travis,Vantage Point,Drama Action Thriller Crime,Dennis Quaid Matthew Fox Forest Whitaker Pete Travis Drama Action Thriller Crime
7483,Natalie Portman,Hana Laslo,Hiam Abbass,Amos Gitai,Free Zone,Drama,Natalie Portman Hana Laslo Hiam Abbass Amos Gitai Drama
7484,Martin Lawrence,Ashton Kutcher,Gary Sinise,Jill Culton Roger Allers Anthony Stacchi,Open Season,Adventure Animation Family,Martin Lawrence Ashton Kutcher Gary Sinise Jill Culton Roger Allers Anthony Stacchi Adventure Animation Family
7485,Mark Wahlberg,Michael Peña,Danny Glover,Antoine Fuqua,Shooter,Action Drama Mystery Thriller Crime,Mark Wahlberg Michael Peña Danny Glover Antoine Fuqua Action Drama Mystery Thriller Crime
7500,Takeshi Kitano,Aya Kokumai,Tetsu Watanabe,Takeshi Kitano,Sonatine,Action Crime Thriller,Takeshi Kitano Aya Kokumai Tetsu Watanabe Takeshi Kitano Action Crime Thriller
7501,Barry Pepper,Andy Davoli,Seth Green,Brian Koppelman David Levien,Knockaround Guys,Crime Thriller,Barry Pepper Andy Davoli Seth Green Brian Koppelman David Levien Crime Thriller
7504,Aamir Khan,Nandita Das,Maia Sethna,Deepa Mehta,1947: Earth,Drama,Aamir Khan Nandita Das Maia Sethna Deepa Mehta Drama
7506,Elvis Presley,Mary Ann Mobley,Fran Jeffries,Gene Nelson,Harum Scarum,Comedy Crime Drama Music Romance,Elvis Presley Mary Ann Mobley Fran Jeffries Gene Nelson Comedy Crime Drama Music Romance
7508,Darsheel Safary,Aamir Khan,Tisca Chopra,Aamir Khan,Taare Zameen Par,Drama,Darsheel Safary Aamir Khan Tisca Chopra Aamir Khan Drama
7510,Annette Bening,Brian Cox,Joseph Cross,Ryan Murphy,Running with Scissors,Drama Comedy,Annette Bening Brian Cox Joseph Cross Ryan Murphy Drama Comedy
7511,Zach Braff,Jacinda Barrett,Casey Affleck,Tony Goldwyn,The Last Kiss,Comedy Drama Romance,Zach Braff Jacinda Barrett Casey Affleck Tony Goldwyn Comedy Drama Romance
7512,Luke Wilson,Maya Rudolph,Dax Shepard,Mike Judge,Idiocracy,Adventure Comedy Sci-Fi,Luke Wilson Maya Rudolph Dax Shepard Mike Judge Adventure Comedy Sci-Fi
7514,Jimmy Cliff,Janet Bartley,Carl Bradshaw,Perry Henzell,The Harder They Come,Music Drama Crime,Jimmy Cliff Janet Bartley Carl Bradshaw Perry Henzell Music Drama Crime
7515,Chris Evans,Jessica Biel,Joy Bryant,Hunter Richards,London,Drama Action Romance,Chris Evans Jessica Biel Joy Bryant Hunter Richards Drama Action Romance
7516,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Joe Carnahan,Smokin' Aces,Action Comedy Crime Thriller,Ryan Reynolds Ray Liotta Joseph Ruskin Joe Carnahan Action Comedy Crime Thriller
7517,Aaron Stanford,Paul Schneider,Michael Rapaport,Andy Robin Gregg Kavet,Live Free or Die,Action Comedy Crime,Aaron Stanford Paul Schneider Michael Rapaport Andy Robin Gregg Kavet Action Comedy Crime
7518,Bruce Willis,Garry Shandling,Steve Carell,Karey Kirkpatrick Tim Johnson,Over the Hedge,Comedy Animation Family,Bruce Willis Garry Shandling Steve Carell Karey Kirkpatrick Tim Johnson Comedy Animation Family
7520,Tom Cruise,Bryan Brown,Elisabeth Shue,Roger Donaldson,Cocktail,Drama Romance,Tom Cruise Bryan Brown Elisabeth Shue Roger Donaldson Drama Romance
7547,Ashley Judd,Laura Prepon,Jeffrey Donovan,Joey Lauren Adams,Come Early Morning,Drama Romance,Ashley Judd Laura Prepon Jeffrey Donovan Joey Lauren Adams Drama Romance
7548,Johnny Depp,Samantha Morton,John Malkovich,Laurence Dunmore,The Libertine,Drama Romance,Johnny Depp Samantha Morton John Malkovich Laurence Dunmore Drama Romance
7549,Jet Li,Sun Li,Dong Yong,Ronny Yu,霍元甲,Drama Action,Jet Li Sun Li Dong Yong Ronny Yu Drama Action
7551,Denzel Washington,Paula Patton,Val Kilmer,Tony Scott,Déjà Vu,Action Thriller Sci-Fi,Denzel Washington Paula Patton Val Kilmer Tony Scott Action Thriller Sci-Fi
7553,Ryan Reynolds,Anna Faris,Justin Long,Rob McKittrick,Waiting...,Comedy,Ryan Reynolds Anna Faris Justin Long Rob McKittrick Comedy
7555,Sylvester Stallone,Julie Benz,Matthew Marsden,Sylvester Stallone,Rambo,Action Thriller,Sylvester Stallone Julie Benz Matthew Marsden Sylvester Stallone Action Thriller
7735,Jürgen Vogel,Frederick Lau,Max Riemelt,Dennis Gansel,Die Welle,Drama Thriller,Jürgen Vogel Frederick Lau Max Riemelt Dennis Gansel Drama Thriller
7736,Hanna Schygulla,Rainer Werner Fassbinder,Hans Hirschmüller,Rainer Werner Fassbinder,Katzelmacher,Drama,Hanna Schygulla Rainer Werner Fassbinder Hans Hirschmüller Rainer Werner Fassbinder Drama
7737,Milla Jovovich,Oded Fehr,Ali Larter,Russell Mulcahy,Resident Evil: Extinction,Horror Action Sci-Fi,Milla Jovovich Oded Fehr Ali Larter Russell Mulcahy Horror Action Sci-Fi
7797,Tim Roth,Alexandra Maria Lara,Bruno Ganz,Francis Ford Coppola,Youth Without Youth,Fantasy Drama Mystery,Tim Roth Alexandra Maria Lara Bruno Ganz Francis Ford Coppola Fantasy Drama Mystery
7837,Casper Van Dien,Catherine Bell,Theresa Saldana,Mario Philip Azzopardi,The Time Shifters,Sci-Fi Thriller Action,Casper Van Dien Catherine Bell Theresa Saldana Mario Philip Azzopardi Sci-Fi Thriller Action
7839,Jason Biggs,Isla Fisher,Joe Pantoliano,Michael Ian Black,Wedding Daze,Comedy,Jason Biggs Isla Fisher Joe Pantoliano Michael Ian Black Comedy
7840,Steven Strait,Camilla Belle,Cliff Curtis,Roland Emmerich,"10,000 BC",Adventure Action Drama Fantasy,Steven Strait Camilla Belle Cliff Curtis Roland Emmerich Adventure Action Drama Fantasy
7857,Bruno Zanin,Armando Brancia,Pupella Maggio,Federico Fellini,Amarcord,Comedy Drama,Bruno Zanin Armando Brancia Pupella Maggio Federico Fellini Comedy Drama
7859,Ryan Gosling,Jeff Lima,Shareeka Epps,Ryan Fleck,Half Nelson,Drama,Ryan Gosling Jeff Lima Shareeka Epps Ryan Fleck Drama
7860,Hiam Abbass,Tarik Kopty,Ali Suliman,Eran Riklis,Etz Limon,Drama,Hiam Abbass Tarik Kopty Ali Suliman Eran Riklis Drama
7861,Josh Hamilton,Ayesha Dharker,Arjun Mathur,John Jeffcoat,Outsourced,Comedy Drama Romance,Josh Hamilton Ayesha Dharker Arjun Mathur John Jeffcoat Comedy Drama Romance
7862,Karl Markovics,August Diehl,Devid Striesow,Stefan Ruzowitzky,Die Fälscher,Drama War,Karl Markovics August Diehl Devid Striesow Stefan Ruzowitzky Drama War
7863,Geoffrey Rush,Noah Taylor,Armin Mueller-Stahl,Scott Hicks,Shine,Drama,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Scott Hicks Drama
7870,Edward Norton,Evan Rachel Wood,David Morse,David Jacobson,Down in the Valley,Drama Romance,Edward Norton Evan Rachel Wood David Morse David Jacobson Drama Romance
7871,Katherine Heigl,Lucian McAfee,David Durbin,Kathleen Slattery-Moschkau,Side Effects,Comedy Drama Romance,Katherine Heigl Lucian McAfee David Durbin Kathleen Slattery-Moschkau Comedy Drama Romance
7872,Riz Ahmed,Farhad Harun,Waqar Siddiqui,Michael Winterbottom Mat Whitecross,The Road to Guantanamo,Documentary Drama,Riz Ahmed Farhad Harun Waqar Siddiqui Michael Winterbottom Mat Whitecross Documentary Drama
7873,Christian Bale,Freddy Rodríguez,Eva Longoria,David Ayer,Harsh Times,Crime Drama Thriller Action,Christian Bale Freddy Rodríguez Eva Longoria David Ayer Crime Drama Thriller Action
7874,Samuel L. Jackson,Christina Ricci,Justin Timberlake,Craig Brewer,Black Snake Moan,Drama,Samuel L. Jackson Christina Ricci Justin Timberlake Craig Brewer Drama
7913,Aamir Khan,Soha Ali Khan,Alice Patten,Rakeysh Omprakash Mehra,Rang De Basanti,Drama,Aamir Khan Soha Ali Khan Alice Patten Rakeysh Omprakash Mehra Drama
7916,Til Schweiger,Emmanuelle Vaugier,Udo Kier,Uwe Boll,Far Cry,Action Sci-Fi Thriller,Til Schweiger Emmanuelle Vaugier Udo Kier Uwe Boll Action Sci-Fi Thriller
7942,Simon Pegg,Thandie Newton,Hank Azaria,David Schwimmer,Run Fatboy Run,Comedy Romance,Simon Pegg Thandie Newton Hank Azaria David Schwimmer Comedy Romance
7944,Mick Jagger,Keith Richards,Charlie Watts,Martin Scorsese,Shine a Light,Documentary Music,Mick Jagger Keith Richards Charlie Watts Martin Scorsese Documentary Music
7972,Philip Seymour Hoffman,Ethan Hawke,Albert Finney,Sidney Lumet,Before the Devil Knows You're Dead,Crime Drama Thriller,Philip Seymour Hoffman Ethan Hawke Albert Finney Sidney Lumet Crime Drama Thriller
7973,Nadine Labaki,Yasmine Al Massri,Joanna Moukarzel,Nadine Labaki,سكر بنات,Drama Comedy Romance,Nadine Labaki Yasmine Al Massri Joanna Moukarzel Nadine Labaki Drama Comedy Romance
7974,Kati Outinen,Elina Salo,Esko Nikkari,Aki Kaurismäki,Tulitikkutehtaan tyttö,Drama Comedy,Kati Outinen Elina Salo Esko Nikkari Aki Kaurismäki Drama Comedy
7975,Jean-Pierre Léaud,Margi Clarke,Kenneth Colley,Aki Kaurismäki,I Hired a Contract Killer,Comedy Drama,Jean-Pierre Léaud Margi Clarke Kenneth Colley Aki Kaurismäki Comedy Drama
7978,Benicio del Toro,Anthony Hopkins,Emily Blunt,Joe Johnston,The Wolfman,Drama Horror Thriller,Benicio del Toro Anthony Hopkins Emily Blunt Joe Johnston Drama Horror Thriller
7979,Khalid Abdalla,Atossa Leoni,Shaun Toub,Marc Forster,The Kite Runner,Drama,Khalid Abdalla Atossa Leoni Shaun Toub Marc Forster Drama
7980,Rachel Weisz,Mark Wahlberg,Susan Sarandon,Peter Jackson,The Lovely Bones,Fantasy Drama,Rachel Weisz Mark Wahlberg Susan Sarandon Peter Jackson Fantasy Drama
7983,Leni Riefenstahl,Bernhard Minetti,Aribert Wäscher,Leni Riefenstahl,Tiefland,Drama,Leni Riefenstahl Bernhard Minetti Aribert Wäscher Leni Riefenstahl Drama
7984,Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,Jim Sheridan,In the Name of the Father,Drama,Daniel Day-Lewis Pete Postlethwaite Emma Thompson Jim Sheridan Drama
7985,Christina Ricci,James McAvoy,Catherine O'Hara,Mark Palansky,Penelope,Fantasy Comedy Romance,Christina Ricci James McAvoy Catherine O'Hara Mark Palansky Fantasy Comedy Romance
7988,Michael Caine,David Warner,Angela Punch McGregor,Michael Ritchie,The Island,Action Adventure Drama,Michael Caine David Warner Angela Punch McGregor Michael Ritchie Action Adventure Drama
7992,Kierston Wareing,Juliet Ellis,Leslaw Zurek,Ken Loach,It's a Free World...,Drama,Kierston Wareing Juliet Ellis Leslaw Zurek Ken Loach Drama
8005,Cary Elwes,Dom DeLuise,Roger Rees,Mel Brooks,Robin Hood: Men in Tights,Comedy,Cary Elwes Dom DeLuise Roger Rees Mel Brooks Comedy
8007,Owen Wilson,Gene Hackman,Gabriel Macht,John Moore,Behind Enemy Lines,Action Drama Thriller War,Owen Wilson Gene Hackman Gabriel Macht John Moore Action Drama Thriller War
8008,Ellen Page,Natasha Wightman,Eric Thal,Alison Murray,Mouth to Mouth,Drama,Ellen Page Natasha Wightman Eric Thal Alison Murray Drama
8009,Christopher Lambert,Roxanne Hart,Clancy Brown,Russell Mulcahy,Highlander,Adventure Action Fantasy,Christopher Lambert Roxanne Hart Clancy Brown Russell Mulcahy Adventure Action Fantasy
8010,Christopher Lambert,Sean Connery,Virginia Madsen,Russell Mulcahy,Highlander II: The Quickening,Action Fantasy Sci-Fi,Christopher Lambert Sean Connery Virginia Madsen Russell Mulcahy Action Fantasy Sci-Fi
8011,Christopher Lambert,Mario Van Peebles,Deborah Kara Unger,Andrew Morahan,Highlander III: The Sorcerer,Action Fantasy Sci-Fi,Christopher Lambert Mario Van Peebles Deborah Kara Unger Andrew Morahan Action Fantasy Sci-Fi
8012,John Travolta,Gene Hackman,Rene Russo,Barry Sonnenfeld,Get Shorty,Comedy Thriller Crime,John Travolta Gene Hackman Rene Russo Barry Sonnenfeld Comedy Thriller Crime
8014,Mylène Jampanoï,Milind Soman,Naseeruddin Shah,Pan Nalin,Valley of Flowers,Adventure Drama Romance,Mylène Jampanoï Milind Soman Naseeruddin Shah Pan Nalin Adventure Drama Romance
8016,Edmund Moeschke,Ernst Pittschau,Ingetraud Hinze,Roberto Rossellini,Germania anno zero,War Drama,Edmund Moeschke Ernst Pittschau Ingetraud Hinze Roberto Rossellini War Drama
8043,Charles Bronson,Ben Johnson,Jill Ireland,Tom Gries,Breakheart Pass,Thriller Western Mystery,Charles Bronson Ben Johnson Jill Ireland Tom Gries Thriller Western Mystery
8046,Ben Affleck,Jennifer Lopez,Justin Bartha,Martin Brest,Gigli,Drama,Ben Affleck Jennifer Lopez Justin Bartha Martin Brest Drama
8047,Assumpta Serna,Antonio Banderas,Nacho Martínez,Pedro Almodóvar,Matador,Drama Thriller,Assumpta Serna Antonio Banderas Nacho Martínez Pedro Almodóvar Drama Thriller
8049,Nicolas Cazalé,Clotilde Hesme,Daniel Duval,Eric Guirado,Le Fils de l'épicier,Drama Comedy,Nicolas Cazalé Clotilde Hesme Daniel Duval Eric Guirado Drama Comedy
8051,Adam Sandler,Emily Watson,Philip Seymour Hoffman,Paul Thomas Anderson,Punch-Drunk Love,Comedy Drama Romance,Adam Sandler Emily Watson Philip Seymour Hoffman Paul Thomas Anderson Comedy Drama Romance
8052,Philip Baker Hall,Gwyneth Paltrow,John C. Reilly,Paul Thomas Anderson,Hard Eight,Drama Thriller,Philip Baker Hall Gwyneth Paltrow John C. Reilly Paul Thomas Anderson Drama Thriller
8053,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,Tommy Lee Jones,The Three Burials of Melquiades Estrada,Adventure Crime Drama Mystery Western,Tommy Lee Jones Barry Pepper Dwight Yoakam Tommy Lee Jones Adventure Crime Drama Mystery Western
8054,Christopher Plummer,Heath Ledger,Johnny Depp,Terry Gilliam,The Imaginarium of Doctor Parnassus,Adventure Fantasy Mystery,Christopher Plummer Heath Ledger Johnny Depp Terry Gilliam Adventure Fantasy Mystery
8055,Kate Winslet,Ralph Fiennes,David Kross,Stephen Daldry,The Reader,Drama Romance,Kate Winslet Ralph Fiennes David Kross Stephen Daldry Drama Romance
8056,Lionel Abelanski,Rufus,Clément Harari,Radu Mihaileanu,Train de vie,Drama Comedy War,Lionel Abelanski Rufus Clément Harari Radu Mihaileanu Drama Comedy War
8060,Chris Cooper,Pierce Brosnan,Patricia Clarkson,Ira Sachs,Married Life,Crime Drama Romance,Chris Cooper Pierce Brosnan Patricia Clarkson Ira Sachs Crime Drama Romance
8063,Sean Connery,Claudia Cardinale,Hardy Krüger,Mikhail Kalatozov,Красная палатка,Drama Action,Sean Connery Claudia Cardinale Hardy Krüger Mikhail Kalatozov Drama Action
8064,Denis Moschitto,Volkan Özcan,Moritz Bleibtreu,Özgür Yildirim,Chiko,Drama,Denis Moschitto Volkan Özcan Moritz Bleibtreu Özgür Yildirim Drama
8065,Jim Sturgess,Kevin Spacey,Kate Bosworth,Robert Luketic,21,Drama Crime,Jim Sturgess Kevin Spacey Kate Bosworth Robert Luketic Drama Crime
8066,Ewan McGregor,Ryan Gosling,Naomi Watts,Marc Forster,Stay,Mystery Thriller Drama,Ewan McGregor Ryan Gosling Naomi Watts Marc Forster Mystery Thriller Drama
8067,Ewan McGregor,Cameron Diaz,Holly Hunter,Danny Boyle,A Life Less Ordinary,Fantasy Drama Comedy Thriller Sci-Fi Romance,Ewan McGregor Cameron Diaz Holly Hunter Danny Boyle Fantasy Drama Comedy Thriller Sci-Fi Romance
8068,Antonio Banderas,Salma Hayek,Joaquim de Almeida,Robert Rodriguez,Desperado,Thriller Action Crime,Antonio Banderas Salma Hayek Joaquim de Almeida Robert Rodriguez Thriller Action Crime
8069,Jane Fonda,John Phillip Law,Anita Pallenberg,Roger Vadim,Barbarella,Sci-Fi,Jane Fonda John Phillip Law Anita Pallenberg Roger Vadim Sci-Fi
8070,François Truffaut,Jean Dasté,Patrick Maléon,François Truffaut,La Chambre verte,Drama,François Truffaut Jean Dasté Patrick Maléon François Truffaut Drama
8071,Yves Montand,Jane Fonda,Vittorio Caprioli,Jean-Luc Godard Jean-Pierre Gorin Groupe Dziga Vertov,Tout Va Bien,Drama,Yves Montand Jane Fonda Vittorio Caprioli Jean-Luc Godard Jean-Pierre Gorin Groupe Dziga Vertov Drama
8072,Eddie Constantine,Anna Karina,Akim Tamiroff,Jean-Luc Godard,"Alphaville, une étrange aventure de Lemmy Caution",Drama Sci-Fi Mystery,Eddie Constantine Anna Karina Akim Tamiroff Jean-Luc Godard Drama Sci-Fi Mystery
8073,Anna Karina,Claude Brasseur,Sami Frey,Jean-Luc Godard,Bande à part,Crime Drama Romance,Anna Karina Claude Brasseur Sami Frey Jean-Luc Godard Crime Drama Romance
8074,Joseph Gehrard,Marina Vlady,Anny Duperey,Jean-Luc Godard,Deux ou trois choses que je sais d'elle,Comedy Drama,Joseph Gehrard Marina Vlady Anny Duperey Jean-Luc Godard Comedy Drama
8075,Mireille Darc,Jean Yanne,Jean-Pierre Léaud,Jean-Luc Godard,Week End,Drama Comedy,Mireille Darc Jean Yanne Jean-Pierre Léaud Jean-Luc Godard Drama Comedy
8076,Denis Lavant,Philippe Clay,Terrence Gillespie,Veit Helmer,Tuvalu,Fantasy Drama Comedy Sci-Fi Romance Family Foreign,Denis Lavant Philippe Clay Terrence Gillespie Veit Helmer Fantasy Drama Comedy Sci-Fi Romance Family Foreign
8077,Sigourney Weaver,Charles S. Dutton,Charles Dance,David Fincher,Alien³,Sci-Fi Action Horror,Sigourney Weaver Charles S. Dutton Charles Dance David Fincher Sci-Fi Action Horror
8078,Sigourney Weaver,Winona Ryder,Brad Dourif,Jean-Pierre Jeunet,Alien: Resurrection,Sci-Fi Horror Action,Sigourney Weaver Winona Ryder Brad Dourif Jean-Pierre Jeunet Sci-Fi Horror Action
8079,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Farah Khan,Om Shanti Om,Comedy Drama Romance,Shah Rukh Khan Deepika Padukone Arjun Rampal Farah Khan Comedy Drama Romance
8080,Carrie-Anne Moss,Aaron Eckhart,Ben Kingsley,E. Elias Merhige,Suspect Zero,Crime Thriller,Carrie-Anne Moss Aaron Eckhart Ben Kingsley E. Elias Merhige Crime Thriller
8088,Penélope Cruz,Lluís Homar,Blanca Portillo,Pedro Almodóvar,Los abrazos rotos,Drama Romance Thriller,Penélope Cruz Lluís Homar Blanca Portillo Pedro Almodóvar Drama Romance Thriller
8090,Diane Lane,Billy Burke,Colin Hanks,Gregory Hoblit,Untraceable,Drama,Diane Lane Billy Burke Colin Hanks Gregory Hoblit Drama
8092,Robert De Niro,Leonardo DiCaprio,Ellen Barkin,Michael Caton-Jones,This Boy’s Life,Drama,Robert De Niro Leonardo DiCaprio Ellen Barkin Michael Caton-Jones Drama
8093,Batzul Khayankhyarvaa,Tsetsegee Byamba,Banzar Damchaa,Peter Brosens Jessica Hope Woodworth,Khadak,Drama,Batzul Khayankhyarvaa Tsetsegee Byamba Banzar Damchaa Peter Brosens Jessica Hope Woodworth Drama
8094,Anne-Marie Duff,Nora-Jane Noone,Eileen Walsh,Peter Mullan,The Magdalene Sisters,Drama,Anne-Marie Duff Nora-Jane Noone Eileen Walsh Peter Mullan Drama
